Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
Terry81987010,2019-12-12 12:41:56,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,Florida,404,,
angiespizelles,2019-12-12 12:41:56,THANK crushed it. arent following Incredibly impressive.,True,0.3,0.3,,24,,
Freedom74123840,2019-12-12 12:41:56,Rep. Mark Meadows Trump impeachment driven Democrats evidencefree hysteria wild allegations,False,0.1,0.1,"Florida, USA",1754,,
aussie_bot,2019-12-12 12:41:56,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,Australia,10460,,
NoraFedorah,2019-12-12 12:41:56,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,,60,,
tippytoes777,2019-12-12 12:41:56,coincidence lawyer secretly changed whistleblower rules forms accommodate antiTrump,True,-0.2,-0.4,Georgia,1262,,
YHahami,2019-12-12 12:41:57,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Pennsylvania, USA",10645,,
BFF808,2019-12-12 12:41:57,president acknowledged wrongdoing? offered apology? Republicans willing admit,True,0.25,0.25,,65,,
palinpal1,2019-12-12 12:41:57,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Realville, USA",6472,,
PattyButts,2019-12-12 12:41:57,"First killed tiger, AFRAID SKIN RUG. lot Dem Congressman/women Got cold feet",True,-0.2875,-0.2875,,11340,,
RossMike15,2019-12-12 12:41:57,"minute, thought talking video Thanksgiving dinner Aunt Tammy b",False,0.0,0.0,"Minnesota, USA",683,,
TZKJW,2019-12-12 12:41:57,,True,0.0,0.0,Here,1134,,
lilycap,2019-12-12 12:41:57,"No, not. LOL",False,-0.4,-0.4,,1898,,
ohiomary,2019-12-12 12:41:57,New York Times granted rare access photograph impeachment preparations. photos behindthescenes look,True,0.21818181818181817,0.21818181818181817,"Northville, Michigan",1455,,
Joycelmcgill,2019-12-12 12:41:57,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,316,,
CiraVO,2019-12-12 12:41:57,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,5941,,
FarahzadFarzad,2019-12-12 12:41:57,House Democrats push sham impeachment want. President Trump's reelection .,True,-0.2,-0.2,,1111,,
adamonje,2019-12-12 12:41:57,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,167,,
dug_in,2019-12-12 12:41:57,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,96,,
soniaerasmus,2019-12-12 12:41:57,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,12693,,
MAG475w,2019-12-12 12:41:57,gallops SACK SCHIFF VS BAG TRUMP WINNER TRUMP TRUMP TRUMP EVEN PUNCHING BAG BEATS SCHIFF HIL,True,0.0,0.0,,368,,
suewill61004956,2019-12-12 12:41:57,,True,0.0,0.0,"erie,pa",40,,
Independentlyl1,2019-12-12 12:41:57,Kurt answers question always yelling,True,0.0,0.0,,79,,
SteveKa06511409,2019-12-12 12:41:57,Zero evidence law broken. Theyre even alleging law broken. abuse Const,True,-0.4,-0.4,,102,,
LordJim20,2019-12-12 12:41:57,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,504,,
MongoMogito,2019-12-12 12:41:58,Rush Limbaugh Tells GOP Hoax Impeachment... via,False,0.0,0.0,,11,,
STEFPMP,2019-12-12 12:41:58,end day today President Trump fourth American President articles impeachment vote,True,0.0,0.0,Europe.,56,,
smp_jones,2019-12-12 12:41:58,Democrats lose 18 members pass sham political impeachment President Trump. 31 De,True,-0.15,-0.1,,681,,
zannazyu,2019-12-12 12:41:58,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,69,,
kwood360,2019-12-12 12:41:58,"Thats funny kept hearing House indictment, Senate trial. Facing accusers",True,0.25,0.25,,1433,,
Tracyeugen,2019-12-12 12:41:58,"First all, Donald Trump technically impeached, include Richard Nixon conversation. Everyth",True,0.125,0.125,"Texas, USA",166,,
nicknovak86,2019-12-12 12:41:58,They've accused raping teenagers procured pedophile trafficker Jeffrey Epstein,True,0.0,0.0,walking the earth,516,,
teremvegas,2019-12-12 12:41:58,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,6,,
Community001,2019-12-12 12:41:58,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,RI,57,,
g_valtadoros,2019-12-12 12:41:58,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,79,,
michael_szumega,2019-12-12 12:41:58,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,USA,3037,,
Alberta49007162,2019-12-12 12:41:58,Makes wonder hes done something even worse dont know about.,True,-0.4,-0.4,"New York, USA",2939,,
Ideerwmn_,2019-12-12 12:41:58,Impeachment hearings changed mind voting second term?,True,0.0,0.0,USA,3559,,
patriot_pacific,2019-12-12 12:41:58,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,6133,,
Moc282,2019-12-12 12:41:58,"Senate Republicans starting coalesce around idea shorter Senate impeachment trial one that, contrary Presiden",True,0.0,0.0,"Boston, MA",254,,
stretch2018,2019-12-12 12:41:58,Facts Democrats put passing USMCA year havent done anything fix healthcare refuse,True,0.0,0.0,,111,,
alittlebitroyal,2019-12-12 12:41:58,THANK crushed it. arent following Incredibly impressive.,True,0.3,0.3,California,583,,
Real_Talk_News1,2019-12-12 12:41:58,atl Obama Spied FBI Lied MSM let Slide Side Dems best cover Hide,True,1.0,1.0,America ,360,,
MojoMofoDojo,2019-12-12 12:41:58,Rep. Mark Meadows Trump impeachment driven Democrats evidencefree hysteria wild allegations,False,0.1,0.1,"CenterOfTheUniverse, Fremont",55,,
RodneyClaeys,2019-12-12 12:41:59,"point, Intelligence Committees oversight authority limited areas",True,-0.07142857142857142,-0.07142857142857142,various states,18470,,
KIMPY123,2019-12-12 12:41:58,ImpeachAndConvict ImpeachmentHearings Opinion | Republican men spent entire impeachment yelling,True,-0.05,-0.05,,455,,
PabloLeslie,2019-12-12 12:41:59,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,"Tennessee, USA",7831,,
Hendergun_Ninja,2019-12-12 12:41:59,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,525,,
realTT2020,2019-12-12 12:41:59,"angel impeachment overturn election. mean,",True,-0.3125,-0.3125,"Denver, CO",110092,,
GrinnedReaper,2019-12-12 12:41:59,Democrats arent even trying hide anymore. LynchMob impeachment next years election.,True,0.0,0.0,,1029,,
Pow_Wow_Chow_,2019-12-12 12:41:59,U might think actually works. feckless people think everyone loves &amp; cant handle litt,False,0.0,0.0,Boston,130,,
wrichardf,2019-12-12 12:41:59,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"New England, USA",10837,,
PhrenicG,2019-12-12 12:41:59,"dislike us much willing weaponize government. years ago, IRS. recent",True,0.15,0.125,"Washington, USA",1183,,
EverydayGene,2019-12-12 12:41:59,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,"Wesley Chapel, FL",801,,
abel_darrell,2019-12-12 12:41:59,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,61,,
MAlib4eva,2019-12-12 12:41:59,Loud noises MSNBCs Joe Scarborough compares GOP impeachment strategy hilarious Anchorman scene,False,0.3,0.3,MA,5896,,
kristen4trump,2019-12-12 12:41:59,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,,778,,
CampagnolaK,2019-12-12 12:41:59,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,,340,,
EmmaMarvin4,2019-12-12 12:41:59,scary,True,-0.5,-0.5,,671,,
LoriBrabant,2019-12-12 12:41:57,"Eubanks Trump guilty, articles impeachment crimes like stealing money charities. Member",True,-0.20833333333333334,-0.5,MA,10567,,
KCRG,2019-12-12 12:42:00,"debating done, committee take final vote. could happen soon today.",False,0.0,0.0,"Cedar Rapids, Iowa",95214,,
johnristick99,2019-12-12 12:42:00,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,8,,
GuthrieDavis,2019-12-12 12:42:00,"McConnell move acquit Trump he's impeached, merely dismiss charges, 2 Republican senators say CNN",False,0.25,-0.5,,7310,,
JeffreySandell,2019-12-12 12:42:00,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,Puerto Rico ↔️ Texas,116,,
ChristyT2531,2019-12-12 12:42:00,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,"North Carolina, USA",2776,,
klc4trump,2019-12-12 12:42:00,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,United States,10632,,
RedStRising,2019-12-12 12:42:00,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,South Georgia,3975,,
Teri_A_Adams,2019-12-12 12:42:00,dude crying? man? God something.,True,-0.2,-0.2,,3371,,
DiSwanson77,2019-12-12 12:42:00,Facts Democrats put passing USMCA year havent done anything fix healthcare refuse,True,0.0,0.0,"California, USA",3415,,
Sheri_Hill,2019-12-12 12:42:00,love Democrats calling Republicans right Impeachment Hearing. Impeac,True,0.39285714285714285,0.39285714285714285,U.S.A.,2633,,
THunterJ,2019-12-12 12:42:00,close advisor tells us Acosta gnawed limbs entire Barbie collection watching reruns L,True,0.0,0.0,USA,3042,,
RodneyClaeys,2019-12-12 12:42:00,"NEWS Pence's office rejected Schiff's request declassify Jennifer Williams' supplemental testimony, declaring",True,0.0,0.0,various states,18470,,
klldw,2019-12-12 12:42:00,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"charlotte, nc",315,,
CHHolte,2019-12-12 12:42:00,"Actually, Clinton's impeachment partisan. Many Republicans voted *for* impeaching Clinton",True,0.3333333333333333,0.25,"Brunswick, MD",8045,,
junkfeld,2019-12-12 12:42:00,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Bradenton Beach, FL",2263,,
JuanitoMuchacho,2019-12-12 12:42:00,Twain Mueller report compelling formed,True,0.3,0.3,,389,,
mlkirby_69,2019-12-12 12:42:00,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,vandercook lake mi,47,,
howard52go,2019-12-12 12:42:00,vote Articles Impeachment President Donald Trump. vote impeach vote,True,0.0,0.0,,0,,
lorenz_louise,2019-12-12 12:42:00,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,,509,,
Bren_M_Ed,2019-12-12 12:41:57,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,United States,285,,
jaypeldred,2019-12-12 12:42:00,"1868, House Republicans voted impeach Andrew Johnson without single Democratic vote drew articl",True,-0.03571428571428571,-0.07142857142857142,Unseen University ,390,,
stephkent,2019-12-12 12:42:01,commute consideration Trump impeachment report audiobook,True,0.0,0.0,Californian in New York City,1331,,
DavidSmith7770,2019-12-12 12:42:01,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,"North Carolina, USA",339,,
ChovanesJoe,2019-12-12 12:42:01,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,45,,
j_swineford,2019-12-12 12:42:01,worry foreign interference DEMS interfering election process? plan continue im,True,-0.125,-0.125,"Virginia, USA",2181,,
stephenpgilmore,2019-12-12 12:42:01,Dershowitz Articles Impeachment Meet Constitutional Standards,False,0.0,0.0,"Quincy, MA",87,,
queekie1,2019-12-12 12:42:01,"USA Today comes impeachment, joining editorial boards LA Times, WaPo, Boston Globe",True,0.0,0.0,"Illinois, USA",22,,
hallkeithky,2019-12-12 12:42:01,"Alice Wonderland Impeachment Verdict First, Evidence Never. wild abuse power PelosiSchiff attacks",True,0.175,0.1,,599,,
JuneShellene,2019-12-12 12:42:01,gallops SACK SCHIFF VS BAG TRUMP WINNER TRUMP TRUMP TRUMP EVEN PUNCHING BAG BEATS SCHIFF HIL,True,0.0,0.0,,86,,
AndyOistins,2019-12-12 12:41:56,Hello,True,0.0,0.0,,14989,,
TheTerryCook,2019-12-12 12:42:01,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Westminster, CO",414,,
audimait01,2019-12-12 12:41:59,Reminder president thrice married philander cheated third wife porn star nur,True,0.125,0.125,Canada,3211,,
milothekemosabe,2019-12-12 12:42:01,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,2092,,
iflabeast,2019-12-12 12:42:00,"Tuesday, Democrats predicted max 5 defections impeachment vote. wonder could go higher sw",True,0.25,0.25,"""the FBI was ordered by the Obama DOJ not to consider charging Hillary Clinton for gross negligence in the handling of classified info....""",1707,,
JamesThorntonJr,2019-12-12 12:42:01,end day today President Trump fourth American President articles impeachment vote,True,0.0,0.0,"Milford Mill, MD",120,,
LGWIZ326,2019-12-12 12:42:01,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"NY/Florida, USA",7157,,
Jelwoodv,2019-12-12 12:42:01,Democrats seek leverage senate impeachment trial DemoKKKrats worried REPUBLICANS run show.,True,0.0,0.0,,3004,,
marcus029100831,2019-12-12 12:42:01,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Saint Clair Shores, MI",129,,
olevia_judy,2019-12-12 12:42:01,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,United States,12101,,
Renegad84153451,2019-12-12 12:42:01,"carried 1/3 Horowitz hearing, sheer coincidence, utterly unraveled much breathless",True,0.05,0.06666666666666667,"Texas, USA",855,,
patriotmom2911,2019-12-12 12:42:01,Articles Impeachment Weak column,True,-0.48750000000000004,-0.375,,4579,,
bballprof,2019-12-12 12:42:01,New York Times granted rare access photograph impeachment preparations. photos behindthescenes look,True,0.21818181818181817,0.21818181818181817,,71,,
wsj7707,2019-12-12 12:42:01,"Bulletin Woman tried rig party primary, colluded w/ Russians influence presidential election, wants abolish",True,0.30000000000000004,0.30000000000000004,"Lufkin, TX",13628,,
trumpwarrior61,2019-12-12 12:42:01,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,United States,9359,,
jeffswarens,2019-12-12 12:42:01,watts4 New Polls Say Americans Opp,False,0.3181818181818182,0.13636363636363635,"Tampa, FL",15910,,
ScotFre58123885,2019-12-12 12:42:01,USA front page news instead media feeds us fake impeachment hoax. WINNING,True,0.0,0.0,,42,,
ChrisLa33409407,2019-12-12 12:42:01,one cares impeachment. Major media outlets even polling it. Stocks ignoring it. China ignorin,True,0.0625,0.0625,,496,,
MariamWatt,2019-12-12 12:42:02,That's fake attacks meant distract president's impeachment betraying country. Real attacks meant,True,-0.15,-0.15,,336,,
kjgheroman,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,대한민국 서울,861,,
dicey631,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,1749,,
MaurerBob,2019-12-12 12:42:02,Reminder president thrice married philander cheated third wife porn star nur,True,0.125,0.125,"New York, USA",381,,
Rick13849561,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,The Deep South🐯,880,,
TerryLambert201,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,45th Precinct. 46th very soon.,9015,,
t8thi49,2019-12-12 12:42:02,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,259,,
leonornila0823,2019-12-12 12:42:02,Trump always TreacherousTrump,False,0.0,0.0,"South Pasadena, CA",34,,
JesusRo12252665,2019-12-12 12:42:02,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,,369,,
yk347680,2019-12-12 12:42:02,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Fort Hood, TX",87,,
Freedomrings22,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,14447,,
TrumpForCO,2019-12-12 12:42:02,"Democrats pushing impeachment, delivering results Pennsylvania *160K new jobs *bil",True,0.13636363636363635,0.13636363636363635,"Colorado, USA",431,,
iFutureTek,2019-12-12 12:42:02,announce Bring,False,0.0,0.0,"New York, NY",18332,,
TrumpForCO,2019-12-12 12:42:02,"Democrats pushing impeachment, delivering results Pennsylvania *160K new jobs *bil",True,0.13636363636363635,0.13636363636363635,"Colorado, USA",431,,
qrtzvnl,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,242,,
__RedLily__,2019-12-12 12:42:02,They've accused raping teenagers procured pedophile trafficker Jeffrey Epstein,True,0.0,0.0,USA,3543,,
soniaerasmus,2019-12-12 12:42:02,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,12693,,
TPAGuyNOG,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,The Greatest Republic Ever,862,,
danr2960,2019-12-12 12:42:02,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,Ont Canada,1752,,
MarvinRashad_,2019-12-12 12:42:02,'Mother Trucker' Mo'Nique lead actionadventure film set Nixon impeachment hearings https/,True,0.0,0.0,"Chicago, IL",1097,,
DeplorableTere1,2019-12-12 12:42:02,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,florida ,15575,,
ChristyMarieEm,2019-12-12 12:42:03,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,2276,,
3purrcenter,2019-12-12 12:42:03,"carried 1/3 Horowitz hearing, sheer coincidence, utterly unraveled much breathless",True,0.05,0.06666666666666667,BFE,2038,,
FIGHT_2_KAG,2019-12-12 12:42:03,Van Drew Democratic Rep vote impeachment could join. dont see anything take,True,-0.125,0.0,USA,70617,,
JKorinetz,2019-12-12 12:42:03,"articles impeachment markup hearing began yesterday, Judiciary Chairman Nadler extended olive branch h",True,0.0,0.0,,479,,
TikaSport,2019-12-12 12:42:03,show though completely normal? Black protestors police brutality casually called mass murd,True,-0.17222222222222228,-0.17222222222222228,,399,,
shasmull,2019-12-12 12:42:03,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,264,,
HumanGayAtheist,2019-12-12 12:42:03,know quite say goes occurred anyone impeachment dance choreogr,True,0.0,0.0,The Land of Impeachment,836,,
newroflo,2019-12-12 12:42:03,Law day introduced articles impeachment petition IMPEACH PELOSI,True,0.0,0.0,,8810,,
LisaStreva,2019-12-12 12:42:03,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Lake Charles, LA",6,,
RealWoodyVanErk,2019-12-12 12:42:03,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,"Perth, Ontario",7337,,
teegee56,2019-12-12 12:42:03,"Retweet Trump Impeachment Hoax 21/2 Year SWAMP WITCHHUNT elected 62,984,828 voters",True,0.0,0.0,North Carolina,331,,
USARanger63,2019-12-12 12:42:03,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"California, USA",662,,
WesPlattTweets,2019-12-12 12:42:03,"1998, midst Clinton impeachment, Chris Matthews asked businessman Donald Trump advice would Pres",True,0.0,0.0,"Durham, NC",3050,,
lylestoner,2019-12-12 12:42:03,"McConnell move acquit Trump, dismiss charges,2 GOP senators say CNNPolitics Afte",True,0.0,0.0,"Ebensburg, PA
",4344,,
beneezy1,2019-12-12 12:42:03,New York Times granted rare access photograph impeachment preparations. photos behindthescenes look,True,0.21818181818181817,0.21818181818181817,"Abuja, Nigeria",29,,
DdmcmahonD,2019-12-12 12:42:03,picture says all. Look faces...sorriest bunch nothings knows toast. standin,True,0.0,0.0,,183,,
RonSmileyWx,2019-12-12 12:42:03,dog fight last impeachment 1998 clearly crime committed. JustSayin,False,0.05000000000000001,0.05000000000000001,"Pittsburgh, PA",10102,,
rhea1340,2019-12-12 12:42:03,Perfect. Congress take administrations rampant obstruction lying down.,True,0.4222222222222222,0.4222222222222222,,357,,
kjgheroman,2019-12-12 12:42:03,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,대한민국 서울,861,,
AngelMgrifn,2019-12-12 12:42:04,TRUMP INNOCENT TRUMP REELECTED COMEY DIY COP FBI GUILTY SPYING OBAMA INDICTED,True,0.0,0.0,,1133,,
VirCotto22,2019-12-12 12:42:04,"zoo Hola, please find unroll Thread Everyone's talking impeachment Clint",True,0.0,0.0,,88,,
thenextshot2736,2019-12-12 12:42:04,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,"Long Island, new york",8229,,
ParadiseCity26,2019-12-12 12:42:04,violent anger directed towards Turley came result challenging impeachment process arguing,True,-0.3333333333333333,-0.3333333333333333,USA #Benghazi STILL Matters,5393,,
Almac06169397,2019-12-12 12:42:04,"There's BIPAISAN opposition impeachment. Contrary Democrats' claims, there's COMPELLING reason",True,-0.15,0.3,"Boston, MA",2970,,
1WaldenT,2019-12-12 12:42:04,Rep. Steve Cohen Said Trumps Ukraine Phone Call Affront MLK Jr.s Memory delusion,True,0.0,0.0,"Kentucky, USA",877,,
mlb343,2019-12-12 12:42:04,", wont able take back house...,walkawayfromcorruptdemocrats",False,0.25,0.25,,467,,
trump_two,2019-12-12 12:42:04,"Impeachment markup heats Dems invoke MLK, Nadler says 'we cannot rely election' oust Trump",True,0.0,0.0,"Ohio, USA",1787,,
pamikins62,2019-12-12 12:42:04,"dislike us much willing weaponize government. years ago, IRS. recent",True,0.15,0.125,United States,278,,
teka50,2019-12-12 12:42:04,"Pres. participatingby turning documents allowing witnesses, think shows powerful consciousness",True,0.3,0.3,"Michigan, USA",123,,
brookebaldwin21,2019-12-12 12:42:04,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,,402,,
ReluctantMower,2019-12-12 12:42:04,havent done work people since elected.,False,0.0,0.0,The American yard,5025,,
cmteed,2019-12-12 12:42:04,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,1269,,
PennyDeplorable,2019-12-12 12:42:04,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Virginia, USA",6702,,
buster_dd,2019-12-12 12:42:04,Nice angry speech Jordan. acceptable President ask foreign government investigate domestic,True,-0.0062500000000000056,-0.0062500000000000056,,275,,
lindacullen,2019-12-12 12:42:04,"Indeed. always wants present best everything, right impeached",True,0.29714285714285715,0.37142857142857144,Minnesota ,190,,
ColetteFicklin,2019-12-12 12:42:04,scary,True,-0.5,-0.5,,182,,
lise_latulippe,2019-12-12 12:42:04,"McConnell desperate retain power, go lengths so. Absolute power corrupts absolutely. go",True,-0.06666666666666665,-0.06666666666666665,Brampton.Ont,2004,,
divineroi,2019-12-12 12:42:04,"Jordan Food4thought.d mistakes,intelligence fraud dishonesty testimonies mindi",False,0.0,0.0,,60,,
leu2500,2019-12-12 12:42:04,Another news paper calling impeachment &amp; conviction.,False,0.0,0.0,,251,,
ThomasLeeDenni1,2019-12-12 12:42:04,Raise hand support Louie Gohmert naming fake whistleblower Eric Ciaramella sham impeach,True,-0.35,-0.35,"Savannah, GA",702,,
AregbesolaOmot1,2019-12-12 12:42:04,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,2244,,
gtlang74,2019-12-12 12:42:04,"that, End Political Career. Period.",False,0.0,0.0,"Kansas, USA",3164,,
kay_vandenberg,2019-12-12 12:42:04,Newspaper editorial boards calling impeachment President Trump twitter list.,True,0.0,0.0,"Ellicott City, MD",1570,,
RandallBeggs,2019-12-12 12:42:04,"UK waking I'm going bed. say Please, love holy, vot",True,0.5,0.5,"Florida, USA",5276,,
UwUDonawdTwump,2019-12-12 12:42:04,Impeachment become wefwexive fow Dems. ffeyve wanted aww awong. Impeachment ff,True,0.3,0.3,,5,,
TomStap37078778,2019-12-12 12:42:04,"Horowitz wrote. Accordingly, today initiat",False,0.0,0.0,,22,,
Trishanduke,2019-12-12 12:42:05,PEOPLE PLEASE COMMIT MARCHING eve House Floor Vote Impeachment. mo,True,0.0,0.0,NY,1446,,
arcilionaz,2019-12-12 12:42:05,There's one thing missing two articles impeachment crime. They're even trying pin crime P,True,-0.2,-0.2,,166,,
Ditmars,2019-12-12 12:42:05,Mike Pences counsel rejected House Democrats request declassify details Sept. 18 call Pence Ukraines p,True,0.0,0.0,,172,,
thedailynugget,2019-12-12 12:42:05,Well put.,False,0.0,0.0,United States,656,,
Finsfan69,2019-12-12 12:42:05,peoplehavespoken. Impeachment needle moving majority voters oppose removing Trump polls,False,0.0,0.0,PrattVegas,14,,
PostimusMaximus,2019-12-12 12:42:05,rampant pedophilia cover instead?,False,0.5,0.0,United States,4492,,
UwUDonawdTwump,2019-12-12 12:42:05,"Dis ffe fastest weakest ffinnest, MYOST PAWTISAN impeachment Amewican pwesidentiaw histowy. impeachmentDebate",True,0.0,0.0,,5,,
zannazyu,2019-12-12 12:42:05,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,69,,
Unstoppablerant,2019-12-12 12:42:05,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,,17,,
PamelaGirvin,2019-12-12 12:42:05,"Trump surprised Ukraine thing hes impeached for, begging question crime think",True,0.1,0.1,,384,,
homagaud,2019-12-12 12:42:05,cant help wonder forwardthinking demographic America exists diverse urba,False,0.25,0.0,D.C.,137,,
francis_segovia,2019-12-12 12:42:05,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Manhattan, Nueva York",824,,
anonymousextra,2019-12-12 12:42:05,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,,631,,
senderling,2019-12-12 12:42:05,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"New Jersey, USA",2202,,
JasonBoydWrites,2019-12-12 12:42:05,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,"North Carolina, USA",3224,,
Mjfaddoul1,2019-12-12 12:42:05,folks. watershed moment Donald Trumps impeachment courtesy Preside,True,0.0,0.0,,2181,,
sparkey03,2019-12-12 12:42:05,"months, Democrats delayed President Trumps USMCA blocked routine legislation Congress must pass",True,0.0,0.0,"Florida, USA",1224,,
